,Rank,Frequency,Rank X Frequency
인,381,493,187833
뒤,382,490,187180
일반,383,490,187670
컴퓨터,384,490,188160
작년,385,490,188650
부분,386,489,188754
의미,387,488,188856
세대,388,486,188568
테,389,486,189054
과정,390,485,189150
방문,391,484,189244
속,392,481,188552
스피커,393,480,188640
전용,394,477,187938
혜택,395,477,188415
창업,396,477,188892
뉴시스,397,476,188972
규제,398,474,188652
운전자,399,474,189126
지원금,400,473,189200
방안,401,471,188871
법,402,470,188940
처리,403,470,189410
프로젝트,404,468,189072
가지,405,468,189540
개월,406,468,190008
보호,407,467,190069
활동,408,466,190128
바탕,409,464,189776
사업자,410,464,190240
전화,411,462,189882
특징,412,462,190344
표현,413,462,190806
결정,414,461,190854
뱅크,415,457,189655
러블,416,456,189696
안,417,455,189735
모습,418,455,190190
종,419,455,190645
엔,420,455,191100
유지,421,454,191134
오픈,422,454,191588
인기,423,453,191619
방향,424,453,192072
부품,425,451,191675
웹,426,451,192126
패널,427,450,192150
노트북,428,450,192600
향후,429,446,191334
특허,430,446,191780
사운드,431,445,191795
인간,432,444,191808
동시,433,442,191386
양자,434,442,191828
수행,435,440,191400
차별,436,440,191840
소재,437,439,191843
브랜드,438,438,191844
계약,439,436,191404
형태,440,435,191400
확산,441,433,190953
가입자,442,433,191386
선도,443,432,191376
과제,444,432,191808
페이스북,445,431,191795
데일리,446,431,192226
장치,447,430,192210
씨,448,429,192192
사전,449,424,190376
해결,450,421,189450
요구,451,420,189420
등장,452,420,189840
첨단,453,420,190260
현대차,454,420,190680
마이크,455,419,190645
비교,456,419,191064
호텔,457,417,190569
대형,458,416,190528
실제,459,415,190485
러닝,460,415,190900
부스,461,415,191315
음악,462,414,191268
업데이트,463,414,191682
아시아,464,412,191168
마케팅,465,412,191580
기회,466,411,191526
측,467,410,191470
비용,468,410,191880
확장,469,410,192290
기본,470,409,192230
주변,471,405,190755
노력,472,405,191160
플레이,473,405,191565
활성,474,404,191496
해당,475,402,190950
기획,476,402,191352
청소기,477,402,191754
뿐,478,400,191200
의사,479,400,191600
국민,480,399,191520
플렉스,481,399,191919
촬영,482,399,192318
눈,483,398,192234
지적,484,397,192148
일부,485,397,192545
창출,486,397,192942
상용,487,397,193339
비서,488,396,193248
체계,489,396,193644
파악,490,396,194040
내부,491,396,194436
에서,492,396,194832
쏠,493,395,194735
과학부,494,394,194636
장비,495,393,194535
발굴,496,393,194928
세탁기,497,393,195321
전환,498,393,195714
황창규,499,393,196107
박람회,500,393,196500
가입,501,392,196392
수요,502,391,196282
이유,503,389,195667
퀄컴,504,389,196056
차원,505,388,195940
공유,506,386,195316
사이,507,385,195195
방침,508,384,195072
참가,509,382,194438
인력,510,382,194820
제한,511,382,195202
윈도,512,382,195584
오전,513,380,194940
은행,514,379,194806
벤처,515,377,194155
채널,516,376,194016
작업,517,376,194392
엔터,518,376,194768
고,519,375,194625
표준,520,375,195000
최적,521,374,194854
애플리케이션,522,374,195228
중소기업,523,374,195602
반영,524,372,194928
담당,525,371,194775
드론,526,370,194620
인사,527,370,194990
수출,528,369,194832
나라,529,368,194672
전국,530,368,195040
임직원,531,368,195408
가정,532,367,195244
자료,533,366,195078
번역,534,366,195444
외,535,366,195810
설계,536,365,195640
향상,537,365,196005
조정,538,363,195294
예약,539,362,195118
의료,540,362,195480
영화,541,361,195301
패밀리,542,361,195662
비즈니스,543,359,194937
당시,544,358,194752
비디아,545,358,195110
유저,546,358,195468
크기,547,357,195279
일정,548,357,195636
박,549,357,195993
제조,550,356,195800
검색,551,356,196156
직원,552,356,196512
대신,553,355,196315
개최,554,355,196670
도전,555,354,196470
협업,556,354,196824
펀드,557,354,197178
손,558,353,196974
판단,559,353,197327
수익,560,353,197680
능력,561,352,197472
사이트,562,352,197824
상,563,352,198176
신청,564,351,197964
주문,565,350,197750
가상현실,566,349,197534
단말기,567,349,197883
종합,568,349,198232
현재,569,349,198581
아이폰,570,348,198360
동력,571,347,198137
소니,572,347,198484
법인,573,346,198258
통신사,574,345,198030
평균,575,345,198375
실시,576,345,198720
유럽,577,344,198488
보유,578,343,198254
선,579,343,198597
공격,580,343,198940
최신,581,343,199283
대학,582,341,198462
슈퍼,583,341,198803
장관,584,341,199144
상반기,585,339,198315
테스트,586,339,198654
각종,587,338,198406
설립,588,337,198156
보도,589,336,197904
공공,590,336,198240
사실,591,335,197985
기초,592,335,198320
넷,593,335,198655
신년사,594,334,198396
우주,595,333,198135
예산,596,333,198468
점유,597,333,198801
후보,598,332,198536
전년,599,331,198269
알렉사,600,331,198600
다음,601,330,198330
대부분,602,329,198058
무료,603,328,197784
요소,604,328,198112
급,605,326,197230
오후,606,326,197556
전시관,607,325,197275
인프라,608,324,196992
편의,609,324,197316
프로세서,610,324,197640
독자,611,323,197353
화웨이,612,323,197676
지디,613,323,197999
간담회,614,322,197708
조성,615,319,196185
참석,616,318,195888
비중,617,317,195589
원인,618,315,194670
전력,619,315,194985
현대,620,315,195300
연계,621,313,194373
설정,622,313,194686
메모리,623,312,194376
현실,624,311,194064
심사,625,311,194375
별도,626,310,194060
사례,627,310,194370
발광,628,310,194680
시험,629,309,194361
자유,630,309,194670
영향,631,309,194979
예측,632,308,194656
연동,633,308,194964
여부,634,308,195272
지난달,635,307,194945
지급,636,307,195252
번호,637,307,195559
지금,638,306,195228
안내,639,306,195534
케이블,640,306,195840
방통,641,306,196146
유통,642,305,195810
기계,643,305,196115
차지,644,304,195776
컨벤션,645,304,196080
방법,646,303,195738
정확,647,302,195394
헝그리,648,302,195696
체험,649,301,195349
레노버,650,301,195650
밖,651,300,195300
협회,652,300,195600
길,653,300,195900
총괄,654,300,196200
시청,655,300,196500
논의,656,299,196144
부처,657,299,196443
체제,658,299,196742
보급,659,298,196382
공항,660,298,196680
외부,661,297,196317
제조사,662,297,196614
경기,663,297,196911
한계,664,296,196544
자사,665,295,196175
시연,666,295,196470
이달,667,294,196098
달성,668,294,196392
전기차,669,293,196017
콘셉트,670,293,196310
워시,671,291,195261
이하,672,290,194880
관측,673,289,194497
공정,674,289,194786
케어,675,289,195075
작동,676,289,195364
단,677,289,195653
돌파,678,289,195942
장기,679,288,195552
경영자,680,288,195840
휴대폰,681,287,195447
특정,682,287,195734
버전,683,287,196021
하만,684,287,196308
체결,685,285,195225
소리,686,285,195510
변경,687,285,195795
김,688,285,196080
학습,689,284,195676
지도,690,284,195960
재생,691,284,196244
피해,692,284,196528
병원,693,283,196119
제휴,694,283,196402
물질,695,282,195990
공략,696,282,196272
전달,697,282,196554
주력,698,282,196836
동영상,699,281,196419
매장,700,280,196000
감소,701,279,195579
화학,702,278,195156
사고,703,277,194731
힘,704,277,195008
상승,705,277,195285
플랫폼,706,277,195562
그래픽,707,277,195839
고려,708,276,195408
모니터링,709,276,195684
생태,710,275,195250
빛,711,275,195525
메탈,712,275,195800
트렌드,713,274,195362
여행,714,273,194922
단장,715,273,195195
완성,716,273,195468
민간,717,273,195741
시그,718,272,195296
편리,719,271,194849
왼쪽,720,271,195120
그동안,721,270,194670
실,722,270,194940
오디오,723,270,195210
전면,724,269,194756
포인트,725,269,195025
이름,726,268,194568
용량,727,268,194836
검토,728,268,195104
코드,729,268,195372
연구자,730,267,194910
회,731,267,195177
오프라인,732,267,195444
저장,733,267,195711
이전,734,267,195978
맞춤,735,266,195510
기사,736,266,195776
울트라,737,266,196042
공시,738,265,195570
품질,739,265,195835
집,740,265,196100
차이,741,265,196365
입장,742,265,196630
업그레이드,743,263,195409
배송,744,262,194928
현상,745,261,194445
바둑,746,261,194706
프로,747,260,194220
홈페이지,748,260,194480
라인,749,259,193991
알,750,259,194250
완벽,751,259,194509
쿠폰,752,258,194016
연속,753,258,194274
액션,754,257,193778
엔진,755,256,193280
초기,756,256,193536
선임,757,256,193792
접목,758,255,193290
연구소,759,255,193545
자원,760,255,193800
가전제품,761,255,194055
가족,762,255,194310
부담,763,255,194565
하루,764,254,194056
대화,765,254,194310
진화,766,254,194564
그램,767,253,194051
무게,768,253,194304
미션,769,253,194557
암호,770,252,194040
파고,771,252,194292
박정호,772,252,194544
위원장,773,252,194796
증권,774,252,195048
캐릭터,775,252,195300
개념,776,251,194776
색상,777,250,194250
티,778,250,194500
다운로드,779,250,194750
유심,780,250,195000
원장,781,249,194469
환자,782,249,194718
등록,783,249,194967
독일,784,247,193648
보험,785,247,193895
대통령,786,247,194142
특별,787,247,194389
지구,788,246,193848
칩,789,246,194094
실행,790,246,194340
영국,791,245,193795
의지,792,245,194040
인도,793,244,193492
아이템,794,244,193736
아이오,795,244,193980
측면,796,243,193428
건강,797,242,192874
신년,798,242,193116
기어,799,242,193358
표시,800,241,192800
블랙,801,241,193041
스타,802,239,191678
도로,803,239,191917
반응,804,239,192156
언론,805,238,191590
일자리,806,238,191828
헬스,807,238,192066
권,808,238,192304
지,809,237,191733
편,810,237,191970
액,811,237,192207
임원,812,236,191632
장착,813,235,191055
반면,814,235,191290
모바일게임,815,235,191525
요청,816,234,190944
단말,817,234,191178
접속,818,233,190594
약정,819,233,190827
가량,820,233,191060
기술력,821,233,191293
닉,822,233,191526
이해,823,232,190936
공학,824,232,191168
삶,825,232,191400
투입,826,231,190806
관계,827,231,191037
커뮤니티,828,231,191268
대체,829,230,190670
운전,830,230,190900
셈,831,230,191130
바이오,832,230,191360
드,833,230,191590
진단,834,229,190986
워치,835,229,191215
프레스,836,229,191444
도움,837,228,190836
조치,838,228,191064
앤,839,228,191292
출처,840,228,191520
중앙,841,227,190907
목소리,842,227,191134
상대,843,227,191361
메시지,844,226,190744
부족,845,226,190970
펀딩,846,226,191196
수상,847,226,191422
위험,848,225,190800
듯,849,225,191025
제보,850,224,190400
시행,851,224,190624
쇼,852,223,189996
은,853,223,190219
채용,854,223,190442
뇌,855,222,189810
일상,856,221,189176
신설,857,221,189397
불편,858,221,189618
머니,859,221,189839
절감,860,220,189200
연간,861,220,189420
하드웨어,862,220,189640
최종,863,220,189860
전장,864,219,189216
망,865,219,189435
명령,866,218,188788
주장,867,218,189006
뜻,868,218,189224
투명,869,218,189442
테크,870,218,189660
고도,871,217,189007
완료,872,217,189224
컨퍼런스,873,217,189441
지상파,874,216,188784
조,875,216,189000
위기,876,216,189216
리니지,877,216,189432
하반기,878,215,188770
휴대,879,215,188985
태블릿,880,215,189200
창작자,881,215,189415
우수,882,215,189630
규정,883,215,189845
등급,884,214,189176
의견,885,214,189390
을,886,214,189604
램,887,212,188044
공기,888,212,188256
제기,889,212,188468
우려,890,212,188680
처,891,212,188892
차단,892,212,189104
이외,893,212,189316
매체,894,212,189528
시점,895,211,188845
서버,896,211,189056
사용자,897,211,189267
신임,898,211,189478
화소,899,210,188790
디바이스,900,210,189000
시범,901,210,189210
특성,902,210,189420
터치,903,210,189630
도시,904,209,188936
안드로이드,905,208,188240
존재,906,208,188448
주방,907,208,188656
봇,908,207,187956
모듈,909,207,188163
구체,910,207,188370
지식,911,207,188577
발,912,206,187872
판,913,206,188078
로,914,206,188284
코,915,206,188490
돌비,916,206,188696
이슈,917,205,187985
추정,918,205,188190
소통,919,205,188395
사항,920,205,188600
환불,921,205,188805
소비,922,204,188088
투데이,923,204,188292
관람객,924,204,188496
분리,925,203,187775
유기,926,203,187978
조건,927,202,187254
자연,928,202,187456
개편,929,202,187658
정치,930,202,187860
운행,931,202,188062
시무식,932,202,188264
테슬라,933,201,187533
컴퓨팅,934,201,187734
물,935,201,187935
가상,936,200,187200
치열,937,200,187400
자금,938,200,187600
스포츠,939,199,186861
가속,940,199,187060
기,941,199,187259
모드,942,199,187458
시기,943,199,187657
권영수,944,199,187856
방지,945,199,188055
버튼,946,199,188254
대전,947,198,187506
보고서,948,198,187704
과거,949,198,187902
전반,950,198,188100
화제,951,198,188298
기념,952,198,188496
소스,953,198,188694
증강현실,954,197,187938
치료,955,197,188135
음향,956,197,188332
카텔,957,196,187572
국내외,958,196,187768
기후,959,196,187964
홍보,960,196,188160
밝기,961,195,187395
를,962,195,187590
층,963,195,187785
특화,964,195,187980
언어,965,194,187210
글,966,194,187404
청소,967,194,187598
차기,968,193,186824
합병,969,192,186048
절차,970,192,186240
발견,971,191,185461
폭,972,191,185652
내장,973,191,185843
셀,974,191,186034
위협,975,190,185250
조절,976,190,185440
분위기,977,190,185630
완전,978,190,185820
개발자,979,189,185031
감지,980,189,185220
계정,981,189,185409
정식,982,188,184616
드라이,983,188,184804
전원,984,188,184992
입력,985,188,185180
대한민국,986,188,185368
기여,987,188,185556
후면,988,188,185744
교통,989,187,184943
흐름,990,187,185130
게임즈,991,187,185317
캠,992,187,185504
유성우,993,187,185691
예,994,186,184884
시설,995,186,185070
도약,996,186,185256
랜섬,997,186,185442
패턴,998,185,184630
텍,999,185,184815
넷플릭스,1000,185,185000
재현,1001,185,185185
스냅드래곤,1002,185,185370
이야기,1003,184,184552
극대,1004,183,183732
단체,1005,183,183915
두께,1006,183,184098
미,1007,182,183274
사이버,1008,182,183456
장점,1009,182,183638
에어,1010,182,183820
밴드,1011,181,182991
복지,1012,180,182160
헬로,1013,180,182340
파트너,1014,180,182520
확정,1015,180,182700
벽,1016,180,182880
라이브,1017,180,183060
호,1018,179,182222
정기,1019,179,182401
초점,1020,178,181560
공사,1021,178,181738
점검,1022,178,181916
범위,1023,177,181071
건조기,1024,177,181248
구분,1025,177,181425
이어폰,1026,177,181602
제조업,1027,176,180752
헬로모바일,1028,176,180928
단순,1029,176,181104
제외,1030,176,181280
채택,1031,176,181456
생체,1032,176,181632
소송,1033,176,181808
드라마,1034,175,180950
어려움,1035,175,181125
양산,1036,175,181300
식,1037,175,181475
포털,1038,175,181650
회원,1039,175,181825
주제,1040,174,180960
에어컨,1041,174,181134
에코,1042,174,181308
출범,1043,174,181482
마스터,1044,174,181656
윈도우,1045,174,181830
한컴,1046,174,182004
교환,1047,173,181131
큐,1048,173,181304
통화,1049,173,181477
비트코인,1050,173,181650
아우디,1051,173,181823
내년,1052,172,180944
수립,1053,172,181116
책임,1054,172,181288
량,1055,172,181460
최소,1056,172,181632
어시,1057,172,181804
스턴트,1058,172,181976
개국,1059,170,180030
상당,1060,170,180200
최순,1061,170,180370
건물,1062,170,180540
시도,1063,169,179647
닷,1064,169,179816
애,1065,169,179985
다수,1066,169,180154
조기,1067,168,179256
조작,1068,168,179424
수집,1069,168,179592
의,1070,168,179760
유료,1071,168,179928
필수,1072,167,179024
전무,1073,167,179191
연말,1074,167,179358
핀테크,1075,167,179525
건설,1076,166,178616
스크린,1077,166,178782
출연,1078,166,178948
작가,1079,165,178035
인터페이스,1080,165,178200
수단,1081,165,178365
와이파이,1082,165,178530
파트너십,1083,165,178695
월드,1084,164,177776
언급,1085,164,177940
누적,1086,164,178104
전통,1087,164,178268
행보,1088,164,178432
취임,1089,164,178596
반,1090,164,178760
최양희,1091,164,178924
모니터,1092,164,179088
문자,1093,163,178159
트위터,1094,163,178322
기조,1095,163,178485
톤,1096,163,178648
랩,1097,163,178811
느낌,1098,163,178974
조명,1099,162,178038
대용량,1100,162,178200
감사,1101,162,178362
다이오드,1102,162,178524
친환경,1103,162,178686
대행,1104,162,178848
신호,1105,161,177905
목적,1106,161,178066
측정,1107,161,178227
게이트,1108,161,178388
양사,1109,161,178549
발화,1110,161,178710
신사업,1111,161,178871
당부,1112,161,179032
중소,1113,161,179193
재단,1114,161,179354
파워,1115,161,179515
제안,1116,161,179676
블,1117,161,179837
웹툰,1118,160,178880
대국,1119,159,177921
회의,1120,159,178080
임기,1121,159,178239
재산,1122,159,178398
사내,1123,159,178557
거리,1124,158,177592
고민,1125,158,177750
비,1126,158,177908
주년,1127,157,176939
제약,1128,157,177096
소형,1129,157,177253
성장세,1130,157,177410
라이프,1131,157,177567
행위,1132,157,177724
컬러,1133,157,177881
장르,1134,157,178038
코어,1135,157,178195
통계,1136,156,177216
정,1137,156,177372
군,1138,156,177528
전투,1139,156,177684
여성,1140,156,177840
생명,1141,155,176855
라인업,1142,155,177010
파일,1143,155,177165
퓨처,1144,155,177320
끝,1145,154,176330
얼굴,1146,154,176484
중단,1147,154,176638
패드,1148,154,176792
알뜰,1149,153,175797
축적,1150,153,175950
고급,1151,153,176103
스토리,1152,153,176256
뉴,1153,153,176409
입체,1154,153,176562
전송,1155,152,175560
컨설팅,1156,152,175712
개방,1157,152,175864
날,1158,152,176016
움직임,1159,152,176168
트럼프,1160,152,176320
매직,1161,152,176472
뉴욕,1162,151,175462
응용,1163,151,175613
로보,1164,151,175764
경쟁사,1165,151,175915
정신,1166,151,176066
극복,1167,151,176217
허가,1168,151,176368
추첨,1169,150,175350
통상,1170,150,175500
접근,1171,150,175650
학생,1172,150,175800
아래,1173,150,175950
유리,1174,149,174926
식품,1175,149,175075
숙박,1176,149,175224
책임자,1177,149,175373
탑,1178,149,175522
암,1179,148,174492
자회사,1180,148,174640
협의,1181,148,174788
직업,1182,148,174936
넥슨,1183,148,175084
작품,1184,148,175232
주가,1185,147,174195
금액,1186,147,174342
물리,1187,147,174489
포럼,1188,147,174636
북미,1189,147,174783
중저가,1190,147,174930
스페이스,1191,146,173886
구성원,1192,146,174032
생태계,1193,146,174178
질문,1194,146,174324
링크,1195,146,174470
별,1196,146,174616
플,1197,146,174762
진입,1198,145,173710
행정,1199,145,173855
논란,1200,145,174000
세탁,1201,145,174145
플래시,1202,145,174290
허용,1203,145,174435
닛산,1204,145,174580
예고,1205,144,173520
기조연설,1206,144,173664
카카오톡,1207,144,173808
장소,1208,144,173952
선제,1209,144,174096
판매량,1210,144,174240
위성,1211,143,173173
과학자,1212,143,173316
종류,1213,143,173459
투자자,1214,143,173602
회복,1215,143,173745
보장,1216,143,173888
스토리지,1217,143,174031
패러다임,1218,143,174174
배경,1219,143,174317
양성,1220,142,173240
인재,1221,142,173382
규격,1222,142,173524
제고,1223,142,173666
붐,1224,142,173808
증정,1225,142,173950
업종,1226,141,172866
긍정,1227,141,173007
가동,1228,141,173148
세,1229,141,173289
운동,1230,141,173430
업,1231,141,173571
대중,1232,141,173712
출고가,1233,140,172620
액정,1234,140,172760
양,1235,140,172900
계기,1236,140,173040
패키지,1237,140,173180
마켓,1238,140,173320
리,1239,140,173460
국회,1240,140,173600
보상,1241,140,173740
게이밍,1242,140,173880
커뮤니케이션,1243,139,172777
비밀,1244,139,172916
선점,1245,139,173055
아이디어,1246,139,173194
엣지,1247,139,173333
상무,1248,139,173472
신약,1249,139,173611
공감,1250,139,173750
연출,1251,139,173889
모뎀,1252,139,174028
물류,1253,138,172914
방,1254,138,173052
팀장,1255,138,173190
자,1256,138,173328
적자,1257,138,173466
시야각,1258,138,173604
부장,1259,137,172483
사랑,1260,137,172620
화두,1261,137,172757
낸드,1262,137,172894
키,1263,137,173031
레볼루션,1264,137,173168
분쟁,1265,137,173305
원격,1266,136,172176
통사,1267,136,172312
듀얼,1268,136,172448
설,1269,136,172584
지문,1270,136,172720
얘기,1271,135,171585
블록체인,1272,135,171720
사태,1273,135,171855
오른쪽,1274,135,171990
연,1275,135,172125
재난,1276,135,172260
유도,1277,135,172395
모빌리티,1278,135,172530
후원,1279,135,172665
오븐,1280,135,172800
재미,1281,135,172935
차례,1282,134,171788
완화,1283,134,171922
설비,1284,134,172056
박사,1285,134,172190
매출액,1286,134,172324
획득,1287,134,172458
비율,1288,134,172592
추세,1289,134,172726
신뢰,1290,134,172860
스튜디오,1291,134,172994
신경,1292,134,173128
핏,1293,134,173262
베이,1294,134,173396
시티,1295,133,172235
창의,1296,133,172368
거대,1297,133,172501
위원,1298,133,172634
존,1299,133,172767
스타일,1300,133,172900
원천,1301,132,171732
단종,1302,132,171864
하이닉스,1303,132,171996
해석,1304,132,172128
상호,1305,132,172260
정상,1306,132,172392
요리,1307,132,172524
신문,1308,132,172656
프레임,1309,132,172788
빌트인,1310,132,172920
