,max,location
value,0.14269478366025914,39
immutability,0.14226831164442424,155
evolution,0.14210692733113198,44
lengths,0.1419701512832066,15
approaches,0.14196068682230786,155
mixture,0.14193817289696042,67
mixing,0.14183630979945913,67
survey,0.1416344750962896,155
directions,0.1415771011145391,155
privacy,0.1412303513185428,58
purpose,0.14120332029519841,155
transparency,0.1409468963469601,155
clients,0.1408256400382429,58
condition,0.13941624587385149,39
map,0.13922647180413464,55
code,0.13896114229838497,55
unit,0.13891921953997974,67
performance,0.138351054700387,55
basis,0.13824273577333118,44
methodology,0.13821159858005333,46
power,0.13809294118963103,55
solutions,0.13803798145664598,27
base,0.13794676511322837,46
sample,0.13766678695065368,33
conclusion,0.13758398648982248,46
throughput,0.1374850092258498,55
need,0.1374850092258498,55
monitoring,0.1374850092258498,55
peak,0.13748152961537222,33
error,0.13746815308881932,55
correction,0.13746815308881932,55
ground,0.13746815308881932,55
vehicles,0.13746815308881932,55
standard,0.13746815308881932,55
corruption,0.13746815308881932,55
bit,0.13746815308881932,55
advanced,0.13746815308881932,55
aerial,0.13746815308881932,55
uav,0.13746815308881932,55
defense,0.13746815308881932,55
tracking,0.13746815308881932,55
shows,0.13741962909410993,46
context,0.13741962909410993,46
framework,0.13741962909410993,46
subjects,0.13741962909410993,46
structures,0.13729734273370245,14
type,0.13721531606986273,20
al,0.13576810495348207,20
dp,0.13576810495348207,20
organization,0.13576810495348207,20
clusters,0.13576810495348207,20
roles,0.13576810495348207,20
attack,0.13576810495348207,20
formation,0.13560849449868562,33
distribution,0.13414480315831023,33
encryption,0.13410639216612305,55
aes,0.13410231392649574,55
impact,0.13408549999180083,55
channels,0.13408549999180083,55
reason,0.1340559772771604,27
ps,0.1340195311487227,44
correlation,0.13379586381922187,46
regime,0.13368326122244392,45
analysis,0.13364512324610917,28
role,0.13360148117394127,45
domains,0.13355223181174908,46
rate,0.13329160750191757,45
agent,0.13292636524112889,45
growth,0.13290845666169415,45
years,0.13271331714173704,66
times,0.1327031667762848,69
equilibrium,0.1324539092122053,45
issues,0.13227384796164354,66
extent,0.13182265106298516,46
samples,0.1318089388375685,33
factor,0.13179739871033053,45
accordance,0.13179739871033053,45
introduction,0.13179739871033053,45
iii,0.13179739871033053,45
middle,0.13163241052574165,54
blockchains,0.13152312850191564,69
route,0.13142459915753227,34
entity,0.13135294273420184,69
enhancement,0.13135294273420184,69
fraction,0.13123785445669278,67
parts,0.1312037543901876,54
user,0.13118740428580472,155
form,0.13115102262042677,69
scheme,0.13109224559452165,69
function,0.1307953003278507,44
importance,0.13079251183014473,69
device,0.13076837956525794,69
evidences,0.13057483107946466,69
spheres,0.13057427745412475,54
consistency,0.13057272369766257,69
integration,0.1305701796217253,69
notion,0.1305701796217253,69
methodologies,0.1305693586679166,69
check,0.13056805078938058,69
intelligence,0.13056763549621742,69
thinking,0.13056763549621742,69
benefits,0.13056763549621742,69
location,0.13056763549621742,69
contacts,0.13056763549621742,69
attestation,0.13056763549621742,69
computational,0.13056763549621742,69
bottom,0.13055333019522594,54
paper,0.1302659682597679,29
chapter,0.13001965515687985,62
composition,0.12901599975217914,33
entities,0.12889542221606115,69
level,0.12812429079810228,28
part,0.1278212147002821,58
usage,0.12740618563755912,58
application,0.1272103032214762,155
effects,0.1268868513244519,44
model,0.12678738538078088,20
arrangement,0.12615795104866107,54
top,0.12615795104866107,54
attacks,0.12567335934009724,155
values,0.12554156004916417,28
decreases,0.12510425010733237,26
objective,0.1250587770205627,46
research,0.12485884717231505,155
problem,0.12477966995710135,55
tension,0.12476699162244863,63
carrier,0.12423974665980059,23
trend,0.12423974665980059,23
days,0.12423974665980059,23
buffer,0.12423974665980059,23
release,0.12423974665980059,23
drugs,0.12423974665980059,23
loading,0.12423974665980059,23
field,0.12421249975389512,28
aggregation,0.12375944984890308,63
effect,0.12369279464038413,14
shape,0.12352300245813226,63
pi,0.12347820588764744,26
presence,0.12332583086600939,14
work,0.12324177898317147,20
international,0.12301839978095201,26
union,0.12301839978095201,26
methods,0.12301839978095201,26
anomaly,0.12301839978095201,26
centre,0.12301839978095201,26
singapore,0.12301839978095201,26
assumption,0.12301839978095201,26
interference,0.12301839978095201,26
diffusion,0.12301839978095201,26
processes,0.12301839978095201,26
mode,0.12291022257149219,20
ratio,0.12273213069295198,67
separation,0.12266272283242573,44
light,0.12207146767770125,44
phase,0.12183779337671988,67
chain,0.1215629528475189,47
addresses,0.12146446302223718,58
intensity,0.12139355251677598,26
peaks,0.12139355251677598,26
measurements,0.1213680510208149,46
transactions,0.12051835144318014,58
relation,0.12049665890547417,14
flexibility,0.12003070398795149,48
weights,0.11976682793733681,11
contrast,0.1196014733931292,48
aspects,0.11954893321176037,63
control,0.11953829934097626,34
transmission,0.11950686253286044,24
dependence,0.11934899579974356,48
room,0.11934899579974356,48
initiation,0.11934899579974356,48
improvement,0.11934899579974356,48
studies,0.11930216038854019,27
strength,0.1191143680868296,48
influence,0.11909923905118211,48
profile,0.1190391081547182,23
system,0.11900150444849539,28
fragmentation,0.11881457514349313,23
blocks,0.11879524879320462,47
acid,0.11877281925057458,23
amount,0.11876359569594223,63
degree,0.11875839026962051,20
chemical,0.11861904014782923,33
tea,0.11858105465050156,34
offers,0.11858105465050156,34
production,0.1185352914333175,34
parameter,0.11846547674066589,52
effectiveness,0.11845160928424933,46
trust,0.11825985759774352,69
interfaces,0.11799991356483565,54
states,0.11788982501902472,52
amounts,0.11768152921129098,48
components,0.11759596335559226,54
morphologies,0.11750537714591278,24
consisting,0.1172129819161345,48
layer,0.11701100447671048,54
size,0.11678040122726159,20
users,0.11672793765943171,58
generation,0.1166097588088425,52
american,0.11632308607819783,33
edge,0.11606919364982389,48
development,0.1159779814299089,155
mechanisms,0.11573060368688624,69
ways,0.11563673217776069,52
site,0.11563673217776069,52
rise,0.11563673217776069,52
variation,0.11553985377492798,52
degradation,0.11539971794572969,23
algorithm,0.11539593843539575,55
response,0.11535679583795096,52
decentralization,0.11520567740143753,73
applications,0.11512177861039513,69
currency,0.11504691354550318,66
efforts,0.11504128602385656,73
reference,0.11492016719071134,73
species,0.11487490095797503,26
timeseries,0.11477590359328876,73
guidance,0.11477590359328876,73
enterprises,0.11477590359328876,73
place,0.11477562299586185,73
institutions,0.1146438758625459,73
concentration,0.11437973536730348,67
force,0.11431439323282225,53
plane,0.11421084115208978,53
energy,0.11417542826052621,48
architectures,0.11415354709694261,11
trends,0.1141161295622912,73
charge,0.11405065172001895,67
poly,0.11403518544825172,33
compatibility,0.1139196439033098,25
element,0.1139196439033098,25
novel,0.1139196439033098,25
stability,0.1139196439033098,25
favor,0.1139196439033098,25
aid,0.11390065474475154,53
details,0.11390065474475154,53
penalties,0.11390065474475154,53
kinds,0.11390065474475154,53
kind,0.11390065474475154,53
maintenance,0.11386884049413436,73
behaviors,0.11368570518848552,41
cipher,0.1133779782600869,75
weight,0.11323159850694564,33
document,0.11315559836787982,71
wt,0.11309773542161604,48
reaction,0.11296490276218728,39
ratios,0.11295770678699488,41
earth,0.11295770678699488,41
ip,0.11295770678699488,41
architecture,0.11240694579249945,73
chaining,0.11231106669918013,75
procedure,0.11219033228728138,41
drug,0.112152848957322,23
advantages,0.112102787678995,73
frequency,0.11209525137936094,41
factors,0.11207280492633186,46
line,0.11196429781975763,75
principles,0.1119484250398488,73
attention,0.11179662605565956,73
detection,0.11160513049389828,41
load,0.11157532333889571,75
recovery,0.11155375032594894,41
watermarking,0.11155375032594894,41
cases,0.11150531291344914,75
speed,0.11146056221707569,75
nigeria,0.11144851444732709,75
ibm,0.11144851444732709,75
soil,0.11144851444732709,75
agricultural,0.11144851444732709,75
seconds,0.11144851444732709,75
motor,0.11144851444732709,75
farm,0.11144851444732709,75
paradigm,0.11142705668657814,73
things,0.11131508177675567,71
study,0.11108460553908359,46
national,0.11103842589223432,75
difference,0.11095577395731486,25
networks,0.11084353129284977,71
region,0.11078036673920312,41
side,0.11073211495050392,25
bitcoin,0.11071726015396996,58
types,0.11029351177425419,75
assembly,0.11024801035076069,50
machine,0.11023472194161231,75
construction,0.1099641657286513,75
simulation,0.1098517135532033,75
homopolymer,0.10947799117157965,14
idea,0.10939721149895801,75
living,0.10896672165343943,53
test,0.10819517275637551,48
ability,0.10789989720463884,37
processing,0.10748404716707982,38
operations,0.10748404716707982,38
cryptosystem,0.10748404716707982,38
viewpoint,0.10748404716707982,38
modes,0.10748404716707982,38
removal,0.10748404716707982,38
output,0.10748404716707982,38
initialization,0.10748404716707982,38
images,0.10748404716707982,38
deviation,0.10748404716707982,38
security,0.10721747698449484,155
raft,0.10713540943670431,63
cores,0.1071282883506035,36
curves,0.10670145092524191,36
governments,0.1065117953645528,73
time,0.10647458142890565,154
source,0.10643364317812255,26
markets,0.10635475828792541,73
nature,0.10626975226566425,54
presents,0.10617888694044085,37
society,0.10595506925113296,33
occurs,0.1051494609982344,13
reveals,0.1051494609982344,13
points,0.1051494609982344,13
variations,0.1051494609982344,13
finding,0.1051494609982344,13
interface,0.10498778221262564,26
copolymer,0.10446624921292236,39
environment,0.10442168211512967,37
publishing,0.10403830755079008,37
parallel,0.10403830755079008,37
physical,0.10403830755079008,37
chaos,0.10403830755079008,37
volatility,0.10403830755079008,37
hash,0.10403830755079008,37
collision,0.10403830755079008,37
message,0.10403830755079008,37
analyses,0.10403830755079008,37
compression,0.10403830755079008,37
threshold,0.10403830755079008,37
resistance,0.10403830755079008,37
requirements,0.10377346539277968,69
contents,0.10359431543155688,41
absence,0.10238382072557725,64
cell,0.10216586411716488,75
rights,0.10214587885079543,46
science,0.1020062918102935,15
activities,0.10187957834041753,74
matrix,0.1016288879624911,69
synthesis,0.10141843439539969,37
method,0.10114837235985982,46
design,0.10111994202402307,75
cryptocurrencies,0.1008134532776513,73
microscopy,0.10076734407702326,45
implementation,0.10063269010846969,38
issue,0.1005624956029324,154
block,0.100266885308576,32
comparison,0.10021732199364101,154
technologies,0.10021274359744164,71
share,0.10019314481073742,74
density,0.10013227749797499,36
examples,0.10013227749797499,36
concept,0.09995216745375529,69
criterion,0.0999502221684711,12
versus,0.0999502221684711,12
investigation,0.0999502221684711,12
regardless,0.0999502221684711,12
sizes,0.0999502221684711,12
regimes,0.0999502221684711,12
industry,0.0999502221684711,12
background,0.0999502221684711,12
zeroknowledge,0.09989022242480142,154
micelle,0.09983102297036392,63
commitment,0.09973390143353207,154
addition,0.09972980805200475,19
text,0.0997049970849751,154
permissions,0.09958883170665564,154
app,0.09958575264760368,154
benign,0.0994450977954547,154
decryption,0.09941517255398527,154
range,0.09941345845461629,22
apps,0.0991476854632771,154
records,0.09906810386388407,154
japan,0.09876973916529644,15
apparatus,0.09876973916529644,15
gpu,0.09876973916529644,15
absolute,0.09876973916529644,15
transport,0.09876973916529644,15
dynamics,0.09876973916529644,15
combination,0.09876973916529644,15
phases,0.09871716814812952,40
analogy,0.09871716814812952,40
existence,0.09871716814812952,40
emergence,0.09871716814812952,40
statistics,0.09871716814812952,40
consists,0.09871716814812952,40
attraction,0.09871716814812952,40
distance,0.09865157916962924,26
life,0.09837963458431598,154
proofs,0.09833992001176244,154
multisignature,0.09832039929928965,154
alliance,0.09825615448249543,154
authorities,0.09811624672917917,66
cash,0.09811624672917917,66
tracing,0.09802172417880435,154
members,0.09798837572631507,154
contact,0.09798752761609703,154
anonymity,0.09796909307262605,154
conditions,0.09779797691615734,23
popularity,0.09778416716301831,66
concerns,0.09774938942447614,66
fiat,0.0977455917213992,66
shortcomings,0.0977455917213992,66
bandwidth,0.0977455917213992,66
return,0.0977455917213992,66
chance,0.0977455917213992,66
electronic,0.0977455917213992,66
simplicity,0.0977455917213992,66
centralization,0.0977455917213992,66
threats,0.0977455917213992,66
independence,0.0977455917213992,66
salient,0.0977455917213992,66
farms,0.0977455917213992,66
generates,0.0977455917213992,66
variance,0.0977455917213992,66
worlds,0.0977455917213992,66
issuing,0.0977455917213992,66
phenomenon,0.0977455917213992,66
signature,0.09735981522746574,154
gateway,0.09711573862057411,66
web,0.09648624282573182,66
signatures,0.09639307792964631,154
space,0.09617569954074096,38
ie,0.09607525346558224,26
vicinity,0.09601593635990789,24
propagation,0.09601593635990789,24
surfaces,0.09601593635990789,24
organizations,0.09585710388754323,66
copolymers,0.09535603345338689,35
transform,0.09515499923318388,38
record,0.09515281046744525,154
hand,0.09502828428796432,54
detail,0.09495607287669677,53
file,0.09461795187154458,154
terms,0.09459372693610173,40
incidence,0.09454277408513846,53
center,0.09441290966140665,48
orientation,0.09436014700829133,49
capital,0.09399548270001186,73
carbon,0.09378274052426928,25
societies,0.0937441437050869,73
herein,0.09327314891966258,60
characterization,0.09327314891966258,60
optimization,0.09325159262528479,60
carriers,0.09324076734473054,60
prevention,0.09324076734473054,60
capacities,0.09324076734473054,60
capacity,0.09324076734473054,60
packaging,0.09324076734473054,60
diseases,0.09324076734473054,60
infections,0.09324076734473054,60
execution,0.09320006658012732,154
property,0.09283452383587186,154
balance,0.09256759569610677,60
treatment,0.09242717321032616,60
functionality,0.09242717321032616,60
world,0.09235643592483307,154
ones,0.09226769247942099,31
topology,0.09226769247942099,31
triangle,0.09226769247942099,31
diagrams,0.09226769247942099,31
tensions,0.09226769247942099,31
constraint,0.09226769247942099,31
phr,0.09226769247942099,31
cycles,0.09225699947790038,43
future,0.09211807516308522,69
incorporation,0.0920507674558232,41
bulk,0.09192738896710567,49
pandemic,0.09189916908572938,154
monte,0.0918928011497383,32
link,0.0918928011497383,32
expansion,0.0918928011497383,32
europe,0.0918928011497383,32
extraction,0.0918928011497383,32
coding,0.0918928011497383,32
carlo,0.0918928011497383,32
highquality,0.0918928011497383,32
strategy,0.0918928011497383,32
codes,0.0918928011497383,32
different,0.0918928011497383,32
variability,0.0918928011497383,32
technology,0.09181013654542315,69
scenario,0.09170351356305291,154
products,0.09164108902656125,60
copyright,0.09158222384327175,48
resources,0.0913715474267014,66
way,0.09136463094232733,75
index,0.09114123694245542,18
business,0.0908861553205823,75
chains,0.09071003509852084,52
covid19,0.09070719461834635,154
protection,0.09065998733499527,154
understanding,0.09038912615186269,60
reward,0.09022744906005072,66
pools,0.09022744906005072,66
p2p,0.0901104320150985,66
pool,0.08960477691146973,66
scenarios,0.08948868614484552,72
patients,0.08948637458798593,154
iv,0.08930152023610244,38
scale,0.08921511174071196,66
contract,0.08917915556493841,73
limit,0.08896166928728338,42
alteration,0.08865236937509527,35
stack,0.08865236937509527,35
suppression,0.08865236937509527,35
investigations,0.08865236937509527,35
groups,0.08855322584121918,53
series,0.08834657562753459,23
change,0.08771661657527155,50
machines,0.08770988405220007,56
reception,0.08770988405220007,56
incentives,0.08770988405220007,56
sem,0.08770988405220007,56
keys,0.08770988405220007,56
spread,0.08770988405220007,56
btc,0.08770988405220007,56
hashing,0.08770988405220007,56
recognition,0.08770988405220007,56
sha256,0.08770988405220007,56
hardware,0.08770988405220007,56
choice,0.08770988405220007,56
crypto,0.08770988405220007,56
peer,0.08770988405220007,56
miner,0.08770988405220007,56
ownership,0.08770988405220007,56
plethora,0.08770988405220007,56
relationship,0.08748974580252387,43
protocol,0.08713820321187786,57
image,0.08702071172702991,38
vector,0.08694047493723935,38
strain,0.08657038018475013,48
economy,0.08654099940361712,154
task,0.08622121774222102,154
dimensions,0.08618118744538675,49
theories,0.08618118744538675,49
air,0.08618118744538675,49
solution,0.08613849429822006,67
pure,0.08565924324995405,40
situation,0.0854672629162009,154
sec,0.0852226863303969,15
complex,0.08512299389629782,36
characteristics,0.08467945005268936,37
tem,0.08449804988300387,11
pressure,0.08431866948498805,15
sensitivity,0.08420945612220222,38
respect,0.08418915032465867,19
consideration,0.08418915032465867,19
fabrication,0.08418915032465867,19
post,0.08418915032465867,19
scanning,0.08418915032465867,19
operators,0.08386652807038984,56
bitcoins,0.08386652807038984,56
search,0.08386652807038984,56
health,0.08361823885670432,154
key,0.0833201028212977,38
formulas,0.08299436764130731,19
cooling,0.08299436764130731,19
component,0.08297352107340757,52
identity,0.08258918720471334,151
loss,0.0825618250194176,154
messages,0.08171578463876399,71
service,0.08171107470214206,154
coins,0.08160566633519692,66
individuals,0.08139192012385266,71
courses,0.08134706887021635,22
fast,0.08134706887021635,22
average,0.08134706887021635,22
layers,0.08134706887021635,22
barrier,0.08134706887021635,22
demonstrate,0.08134706887021635,22
excess,0.08134706887021635,22
approximation,0.08134706887021635,22
coin,0.08118548834541538,66
network,0.08076922834181564,57
tech,0.08053414321159401,71
experiments,0.0804479609779117,36
distributions,0.08028438212591116,71
freedom,0.08025182993580322,71
box,0.08025182993580322,71
contractor,0.08025182993580322,71
visualization,0.08025182993580322,71
reinforcement,0.08025182993580322,71
consent,0.08025182993580322,71
vision,0.08025182993580322,71
vr,0.08025182993580322,71
mining,0.07991794556259396,66
path,0.07989417212349535,71
confirmation,0.07977907476308815,71
decision,0.07977907476308815,71
limitations,0.07974236417183599,71
alternative,0.07968263922157431,71
vulnerabilities,0.0796152977540697,71
humans,0.07961481905794882,71
home,0.07961481905794882,71
areas,0.07961481905794882,71
computers,0.07961481905794882,71
automation,0.07961481905794882,71
signals,0.07961481905794882,71
innovation,0.07950005844094668,78
functions,0.07924419841482837,71
classification,0.07916212345562525,71
consumer,0.07916212345562525,71
questions,0.07916212345562525,71
log,0.0789855084788138,56
compound,0.07887161291201464,56
ledger,0.07878802401045801,66
deployment,0.07840486895234824,71
proof,0.07812494508128538,154
class,0.07798917354415391,71
peertopeer,0.07795990699816979,51
candidate,0.07795711573134757,50
efficacy,0.07795711573134757,50
cells,0.07795711573134757,50
shift,0.07795711573134757,50
universality,0.07795711573134757,50
today,0.07782977818002285,71
environments,0.07782977818002285,71
iot,0.07752736324406805,74
regions,0.07735552590606842,18
miners,0.07688923106522941,76
smart,0.07673452832039225,71
interaction,0.0764074411609931,40
efficiency,0.07637239401348361,31
therapy,0.07632460125150256,50
connectivity,0.07561430097096532,35
papers,0.07504399614251359,71
proceedings,0.07504399614251359,71
significance,0.074953422873335,150
contribution,0.07488641707829104,74
overhead,0.0747754865059603,68
sybil,0.0747754865059603,68
node,0.07445613810656572,68
graph,0.07442600985907484,68
lot,0.07420166239278463,68
validation,0.07419506101746284,68
increase,0.07399702550141853,63
deanonymization,0.07394712547152069,68
boards,0.07394712547152069,68
dependent,0.07394712547152069,68
pit,0.07394712547152069,68
pseudonyms,0.07394712547152069,68
ideal,0.07394712547152069,68
show,0.07394712547152069,68
flows,0.07394712547152069,68
population,0.07394712547152069,68
veracity,0.07394712547152069,68
bulletin,0.07394712547152069,68
personnel,0.07394712547152069,68
pseudonym,0.07394712547152069,68
robots,0.07394712547152069,68
sensor,0.07377322449456328,68
parties,0.07377322449456328,68
representation,0.07377322449456328,68
evaluation,0.07377063858301754,60
feasibility,0.07359936681280957,68
fashion,0.07348776328368613,32
sensors,0.07347838002706436,74
goal,0.07325653791192174,74
manufacturing,0.07323994716226695,74
consortium,0.07303469493425584,74
bc,0.07303469493425584,74
realm,0.07303469493425584,74
practices,0.07303469493425584,74
committee,0.07303469493425584,74
drawbacks,0.07303469493425584,74
care,0.07303469493425584,74
country,0.07303469493425584,74
emerge,0.07303469493425584,74
standardization,0.07303469493425584,74
lists,0.07303469493425584,74
designs,0.07303469493425584,74
granularity,0.07303469493425584,74
wide,0.07303469493425584,74
hybrid,0.07303469493425584,74
advisory,0.07303469493425584,74
meetings,0.07303469493425584,74
arm,0.07303469493425584,74
collections,0.07303469493425584,74
actuators,0.07303469493425584,74
bcs,0.07303469493425584,74
provenance,0.07303469493425584,74
lead,0.07303469493425584,74
millions,0.07303469493425584,74
billions,0.07303469493425584,74
correlations,0.07292525462464329,64
extension,0.07263917169250687,64
lines,0.07263689880668998,42
accumulation,0.07263689880668998,42
observations,0.07263689880668998,42
height,0.07257026641568987,64
period,0.07256248304511445,72
stage,0.0725360587438142,64
clouds,0.07232673347390581,74
heating,0.07220731234106637,19
physics,0.07215341182295545,64
asymmetry,0.07215341182295545,64
stocks,0.07215341182295545,64
investment,0.07215341182295545,64
facts,0.07215341182295545,64
industrial,0.07215341182295545,64
tissue,0.07215341182295545,64
indexes,0.07215341182295545,64
terminals,0.07215341182295545,64
definition,0.07206123959489955,83
account,0.07191188782344392,74
notions,0.07188375513324063,74
storage,0.07179428724144005,154
history,0.07173086559313196,78
movement,0.07156127157163467,57
motion,0.07139970745311662,50
capabilities,0.07138265918344965,74
countries,0.07131856301347159,72
dataset,0.07131856301347159,72
ideas,0.07114323669028816,74
expiration,0.07109811240270969,72
proofofstake,0.07109811240270969,72
ddos,0.07109811240270969,72
initiative,0.07109811240270969,72
name,0.07109811240270969,72
hadoop,0.07109811240270969,72
categories,0.07109811240270969,72
jobs,0.07109811240270969,72
difficulty,0.07109811240270969,72
libra,0.07109811240270969,72
periods,0.07109811240270969,72
predictions,0.07109811240270969,72
performs,0.07109811240270969,72
hundreds,0.07099526195599075,78
people,0.07080763145256741,74
cities,0.07073668306496092,74
needs,0.07073668306496092,74
cluster,0.07065059574415408,32
insight,0.07062591195318493,36
grid,0.0706220497975389,78
product,0.07057373735102297,64
party,0.07045811228634379,74
point,0.07044407605536804,19
computation,0.07019812310449013,68
opportunities,0.07006523413725223,62
stock,0.07006134897542218,64
paths,0.06990071434277714,72
datasets,0.06984222720031642,72
consensus,0.0698372092448277,71
simulations,0.0697968081233042,15
position,0.06978825595583488,37
review,0.0697654476457978,30
costs,0.06969521092212076,57
delays,0.06968943610072052,57
acm,0.06968943610072052,57
certificate,0.06968943610072052,57
attackers,0.06968943610072052,57
belonging,0.06968943610072052,57
denialofservice,0.06968943610072052,57
sequences,0.06968943610072052,57
outputs,0.06968943610072052,57
vulnerability,0.06968943610072052,57
inference,0.06968943610072052,57
trace,0.06968943610072052,57
collisions,0.06968943610072052,57
variants,0.06968943610072052,57
limitation,0.06968943610072052,57
partners,0.06968943610072052,57
histories,0.06968943610072052,57
participant,0.06968943610072052,57
adversaries,0.06968943610072052,57
flaws,0.06968943610072052,57
weaknesses,0.06968943610072052,57
ads,0.06968943610072052,57
conflict,0.06968943610072052,57
sets,0.06964706141994471,68
derivatives,0.06963058225494792,72
update,0.06962324178138561,72
names,0.06962324178138561,72
businesses,0.06962324178138561,72
fundamentals,0.06949842902050571,62
law,0.06949842902050571,62
confidence,0.06949842902050571,62
possibility,0.06949842902050571,62
united,0.06949842902050571,62
penetration,0.06923710751050513,21
candidates,0.06923710751050513,21
sphere,0.06923710751050513,21
convenient,0.06923710751050513,21
counterparts,0.06923710751050513,21
simple,0.06923710751050513,21
contracts,0.06918302696809997,71
tool,0.06866509790076719,30
publications,0.06866509790076719,30
metal,0.06866509790076719,30
material,0.06866509790076719,30
angles,0.06866509790076719,30
decades,0.06866509790076719,30
movements,0.06866509790076719,30
preparation,0.06866509790076719,30
convergence,0.06866509790076719,30
decade,0.06866509790076719,30
calculation,0.06866509790076719,30
ship,0.06866509790076719,30
ether,0.06866509790076719,30
principle,0.06866509790076719,30
attacker,0.06855328724813653,72
server,0.0684969964923062,57
china,0.06846234769017968,77
rfid,0.06846234769017968,77
author,0.06844672550565864,72
nakamoto,0.0683886412938293,72
credibility,0.0683886412938293,72
project,0.0683886412938293,72
blockchain,0.06821888082765055,51
integrity,0.06819722159055114,65
uses,0.0681891741065586,65
comprehensive,0.0681891741065586,65
query,0.06817109223852205,72
input,0.06803093090004511,65
cryptocurrency,0.06801092177419535,62
progress,0.06797805921949104,64
